Date,Description,Original Description,Category,Amount,Status
2022-04-05,"Capital One Credit Card","CAPITAL ONE      MOBILE PMT ***********O549",Credit Card Payment,-75.00,Posted
2022-04-05,"Capital One Credit Card","CAPITAL ONE      MOBILE PMT ***********QXSA",Credit Card Payment,-44.00,Posted
2022-04-05,"Bawarchi Biryani Poi","BAWARCHI BIRYANI POI             040422",Restaurants,-47.74,Posted
2022-04-05,"Target","TARGET T- 2936 Counc             040522",Shopping,-31.47,Posted
2022-04-05,"Sol De Jalisco","Sol de Jalisco                   040422",Restaurants,-27.52,Posted
2022-04-05,"Square Coffee House 29","SQ *COFFEE HOUSE 29              040522",Fast Food,-16.92,Posted
2022-04-05,"Csu Sweet Temptation","CSU SWEET TEMPTATION             040422",Fast Food,-10.97,Posted
2022-04-05,"Spotify","SPOTIFY                          040522",Music,-10.67,Posted
2022-04-05,"USAA Transfer","USAA FUNDS TRANSFER CR",Transfer,21.00,Posted
2022-04-04,"Walmart","WAL-MART #45994500 W             040422",Shopping,-245.09,Posted
2022-04-04,"Target","TARGET T- 10445 Reed             040222",Shopping,-165.55,Posted
2022-04-04,"First Watch","FIRST WATCH - 425                040222",Restaurants,-106.00,Posted
2022-04-04,"USAA Credit Card","USAA CREDIT CARD PAYMENT",Credit Card Payment,-100.00,Posted
2022-04-04,"HelloFresh","PP*HELLOFRESH                    040222",Groceries,-72.30,Posted
2022-04-04,"Amazon Web Services","Amazon web services              040322",Hosting,-57.31,Posted
2022-04-04,"Phillips 66","PHILLIPS 66 - UNITED             040222",Gas,-52.53,Posted
2022-04-04,"Walmart","WM SUPERCENTER #Wal-             040322",Shopping,-52.22,Posted
2022-04-04,"Butterfly Pavilion","Butterfly Pavilion-A             040222",Gifts Donations,-39.66,Posted
2022-04-04,"SiriusXM","SXM*SIRIUSXM.COM/ACC             040222",Music,-30.04,Posted
2022-04-04,"Raising Cane's","RAISING CANE'S #359              040322",Fast Food,-24.19,Posted
2022-04-04,"Yo's","MR. YO'S LLC                     040322",Restaurants,-22.54,Posted
2022-04-04,"Menchie's Frozen Yogurt","MENCHIE`S FROYO MEN9             040222",Fast Food,-18.95,Posted
2022-04-04,"Starbucks","STARBUCKS STORE 2620             040322",Coffee Shops,-15.47,Posted
2022-04-04,"Freddy's Frozen Custard & Steakburgers","FREDDY'S 16-0008                 040322",Fast Food,-15.04,Posted
2022-04-04,"Auntie Anne's","AUNTIE ANNE'S                    040322",Fast Food,-13.00,Posted
2022-04-04,"Freddy's Frozen Custard & Steakburgers","FREDDY'S 16-0008                 040122",Fast Food,-12.48,Posted
2022-04-04,"Apple","APPLE.COM/BILL                   040222",Entertainment,-11.81,Posted
2022-04-04,"Walmart","WM SUPERC Wal-Mart S             040322",Shopping,-9.11,Posted
2022-04-04,"Csu Sweet Temptation","CSU SWEET TEMPTATION             040122",Fast Food,-7.78,Posted
2022-04-04,"Hulu","HLU*Hulu 28024944269             040422",Television,-7.52,Posted
2022-04-04,"Square Coffee House 29","SQ *COFFEE HOUSE 29              040222",Fast Food,-7.13,Posted
2022-04-04,"Xpress","74 XPRESS                        040322",Gas,-6.34,Posted
2022-04-04,"Square Coffee House 29","SQ *COFFEE HOUSE 29              040222",Fast Food,-5.81,Posted
2022-04-04,"Yo's","MR. YO'S LLC                     040322",Restaurants,-5.76,Posted
2022-04-04,"Butterfly Pavilion","Butterfly Pavilion (             040222",Gifts Donations,-4.31,Posted
2022-04-04,"ParkMobile","PARKMOBILE                       040222",Parking,-3.20,Posted
2022-04-04,"ParkMobile","PARKMOBILE                       040422",Parking,-3.20,Posted
2022-04-04,"Walmart","WM SUPERC Wal-Mart S             040322",Shopping,-3.07,Posted
2022-04-04,"Apple","APPLE.COM/BILL                   040422",Entertainment,-2.99,Posted
2022-04-04,"ParkMobile","PARKMOBILE                       040222",Parking,-2.20,Posted
2022-04-01,"AT&T","ATT              Payment    ***********PAYR",Utilities,-224.81,Posted
2022-04-01,"Zelle Transfer to Corina Yanes","Zelle: Corina Yanes",Transfer,-625.00,Posted
2022-04-01,"USAA Loan Payment","USAA LOAN PAYMENT",Transfer,-234.72,Posted
2022-04-01,"Tasty Harmony","TASTY HARMONY                    033122",Restaurants,-93.39,Posted
2022-04-01,"ATM Withdrawal","PAI ISO4402 SORREL C             033122",Cash,-42.25,Posted
2022-04-01,"Starbucks","STARBUCKS STORE 1494             033122",Coffee Shops,-25.17,Posted
2022-04-01,"Docker Inv","DOCKER:INV-A7CD99E1-             040122",Internet,-7.00,Posted
2022-04-01,"Csu Lake Street Mark","CSU LAKE STREET MARK             033122",Fast Food,-6.00,Posted
2022-04-01,"ATM Fee Rebate","ATM REBATE",Atm Fee,2.25,Posted
2022-04-01,"Redbock Direct Deposit","REDBOCK          DIRECT DEP ***********0Q8J",Paycheck,3827.84,Posted
2022-03-31,"Walmart","WAL-MART #4599                   033122",Shopping,-22.56,Posted
2022-03-31,"Xpress W 4th","74 XPRESS325 W 4TH A             033122",Gas,-20.00,Posted
2022-03-31,"FreshBooks","FRESHBOOKS                       033022",Business Services,-15.00,Posted
2022-03-31,"Wendy's","WENDY'S-L 719 S LEMA             033122",Fast Food,-6.22,Posted
2022-03-30,"Walmart","WAL-MART #45994500 W             033022",Shopping,-25.15,Posted
2022-03-30,"Dollar General","DOLLAR GENERAL #DG 2             033022",Shopping,-12.62,Posted
2022-03-30,"Panera Bread","PANERA BREAD #202442             032922",Fast Food,-3.24,Posted
2022-03-30,"ParkMobile","PARKMOBILE                       033022",Parking,-3.20,Posted
2022-03-30,"Colorado State U Payroll","COLORADO STATE U Payroll    ***********41-5",Paycheck,1728.14,Posted
2022-03-29,"Amazon Store Card","AMZ_STORECRD_PMT PAYMENT    ***********0540",Credit Card Payment,-71.11,Posted
2022-03-29,"Dollar General","DOLLAR GENERAL #DG 2             032922",Shopping,-22.43,Posted
2022-03-29,"Square Shebrews Coffee","SQ *SHEBREWS COFFEE              032822",Fast Food,-19.57,Posted
2022-03-29,"Apple","APPLE.COM/BILL                   032922",Entertainment,-14.98,Posted
2022-03-29,"Apple","APPLE.COM/BILL                   032922",Entertainment,-3.22,Posted
2022-03-29,"ParkMobile","PARKMOBILE                       032922",Parking,-3.20,Posted
2022-03-29,"ParkMobile","PARKMOBILE                       032922",Parking,-3.20,Posted
2022-03-28,"Capital One Credit Card","CAPITAL ONE      MOBILE PMT ***********1RS9",Credit Card Payment,-150.00,Posted
2022-03-28,"Capital One Credit Card","CAPITAL ONE      MOBILE PMT ***********N822",Credit Card Payment,-100.00,Posted
2022-03-28,"PayPal Purchase","PAYPAL           INST XFER  ***********5623",Uncategorized,-50.00,Posted
2022-03-28,"Merrick Bank Transfer","MERRICK BANK COR MOBILE PAY ***********0465",Transfer,-25.00,Posted
2022-03-28,"HelloFresh","PP*HELLOFRESH                    032622",Groceries,-84.75,Posted
2022-03-28,"Target","TARGET T- 1725 Rocky             032622",Shopping,-72.00,Posted
2022-03-28,"Square Cafe De Pho Tha","SQ *CAFE DE PHO THA              032622",Restaurants,-65.15,Posted
2022-03-28,"Pet Supplies Plus","PET SUPPLIES PLUS #4             032622",Pet Food Supplies,-59.59,Posted
2022-03-28,"Maverik","MAVERIK #520651 S. E             032622",Gas,-52.33,Posted
2022-03-28,"Dollar General","DOLLAR GENERAL #DG 2             032622",Shopping,-44.65,Posted
2022-03-28,"Panera Bread","PANERA BREAD #202435             032622",Fast Food,-39.96,Posted
2022-03-28,"Notchtop Cafe","NOTCHTOP CAFE LLC                032722",Food Dining,-32.90,Posted
2022-03-28,"Square Shebrews Coffee","SQ *SHEBREWS COFFEE              032822",Fast Food,-30.58,Posted
2022-03-28,"Safeway","SAFEWAY #0920                    032622",Groceries,-28.27,Posted
2022-03-28,"Lauras Fine Can","TST* Lauras Fine Can             032622",Restaurants,-27.52,Posted
2022-03-28,"Starbucks","STARBUCKS STORE 2620             032622",Coffee Shops,-24.43,Posted
2022-03-28,"Starbucks","STARBUCKS STORE 0650             032722",Coffee Shops,-18.53,Posted
2022-03-28,"Xbox Game Pass Ultimate","Microsoft*Ultimate 1             032822",Entertainment,-16.23,Posted
2022-03-28,"Target","TARGET T- 2936 Counc             032622",Shopping,-11.01,Posted
2022-03-28,"McDonald's","MCDONALD'S F10128                032622",Fast Food,-8.66,Posted
2022-03-28,"Loaf 'N Jug","LOAF N JUG # 082561              032622",Gas,-4.08,Posted
2022-03-28,"McDonald's","MCDONALD'S F190                  032522",Fast Food,-3.75,Posted
2022-03-28,"ParkMobile","PARKMOBILE                       032822",Parking,-3.20,Posted
2022-03-28,"ParkMobile","PARKMOBILE                       032622",Parking,-3.20,Posted
2022-03-28,"HelloFresh","PP*HELLOFRESH                    032622",Groceries,-2.06,Posted
2022-03-25,"USAA Transfer","USAA FUNDS TRANSFER DB",Transfer,-125.00,Posted
2022-03-25,"Domino's","DOMINO'S 6339                    032422",Fast Food,-41.14,Posted
2022-03-25,"Square Shebrews Coffee","SQ *SHEBREWS COFFEE              032522",Fast Food,-36.95,Posted
2022-03-25,"USAA Credit Card","USAA CREDIT CARD PAYMENT",Credit Card Payment,-30.00,Posted
2022-03-25,"The Economist","THE ECONOMIST                    032522",Shopping,-29.84,Posted
2022-03-25,"Smoothie King","SMOOTHIE KING - 1886             032322",Fast Food,-16.80,Posted
2022-03-25,"Phillips 66","PHILLIPS 66 - UNITED             032522",Gas,-15.00,Posted
2022-03-25,"Apadivisions","APADIVISIONS                     032422",Gifts Donations,-12.50,Posted
2022-03-25,"United Pacific Gas Station","UNITED PACIFIC 6                 032422",Gas,-9.21,Posted
2022-03-25,"Murphy USA","MURPHY EXPRESS                   032422",Gas,-5.32,Posted
2022-03-25,"Hulu","HLU*Hulu 28024944585             032422",Television,8.48,Posted
2022-03-25,"Hulu","HLU*Hulu 28024944309             032422",Television,0.54,Posted
2022-03-24,"Old Navy","PAYPAL *OLD NAVY                 032322",Clothing,-64.80,Posted
2022-03-24,"King Soopers","KING SOOP 2325 S. CO             032422",Groceries,-41.17,Posted
2022-03-24,"McDonald's","MCDONALD'S F10128                032322",Fast Food,-14.98,Posted
2022-03-24,"Starbucks","STARBUCKS STORE 2620             032322",Coffee Shops,-14.67,Posted
2022-03-24,"Square Coffee On The Ro","SQ *COFFEE ON THE RO             032322",Restaurants,-10.31,Posted
2022-03-24,"Dollar General","DOLLAR GENERAL #DG 2             032322",Shopping,-9.53,Posted
2022-03-24,"Square Coffee On The Ro","SQ *COFFEE ON THE RO             032322",Restaurants,-3.27,Posted
2022-03-24,"Square Coffee On The Ro","SQ *COFFEE ON THE RO             032322",Restaurants,-3.27,Posted
2022-03-24,"ParkMobile","PARKMOBILE                       032422",Parking,-3.20,Posted
2022-03-24,"ParkMobile","PARKMOBILE                       032422",Parking,-3.20,Posted
2022-03-24,"Sindelar Investme","JP SINDELAR INVESTME             032322",Investments,-3.17,Posted
2022-03-24,"Square Coffee On The Ro","SQ *COFFEE ON THE RO             032322",Restaurants,-2.18,Posted
2022-03-24,"Hulu","HLU*Hulu 28024944279             032322",Television,24.86,Posted
2022-03-24,"Hulu","HLU*Hulu 28024944262             032322",Television,24.86,Posted
2022-03-24,"Hulu","HLU*Hulu 28024944682             032322",Television,15.36,Posted
2022-03-24,"Hulu","HLU*Hulu 28024944234             032322",Television,8.48,Posted
2022-03-24,"Colorado State U Payroll","COLORADO STATE U Payroll    ***********41-5",Paycheck,553.99,Posted
2022-03-23,"Square Shebrews Coffee","SQ *SHEBREWS COFFEE              032322",Fast Food,-22.75,Posted
2022-03-23,"ATM Withdrawal","PAI ISO4402 SORREL C             032222",Cash,-22.25,Posted
2022-03-23,"Freddy's Frozen Custard & Steakburgers","FREDDY'S 16-0008                 032222",Fast Food,-11.10,Posted
2022-03-23,"Green Dra Drag","GREEN DRA GREEN DRAG             032222",Pharmacy,-6.16,Posted
2022-03-23,"Csu Lake Street Mark","CSU LAKE STREET MARK             032222",Fast Food,-5.02,Posted
2022-03-23,"ParkMobile","PARKMOBILE                       032322",Parking,-3.20,Posted
2022-03-23,"ParkMobile","PARKMOBILE                       032322",Parking,-3.20,Posted
2022-03-23,"Hulu","HLU*Hulu 28024944319             032322",Television,8.48,Posted
2022-03-23,"ATM Fee Rebate","ATM REBATE",Atm Fee,2.25,Posted
2022-03-22,"BJ's Restaurant","BJ'S RESTAURANTS 539             032222",Restaurants,-61.34,Posted
2022-03-22,"Circle K","CIRCLE K # 41152 450             032122",Gas,-51.14,Posted
2022-03-21,"PayPal Purchase","PAYPAL           INST XFER  *********** CBS",Uncategorized,-5.40,Posted
2022-03-21,"Walmart","WAL-MART #45994500 W             032022",Shopping,-167.69,Posted
2022-03-21,"Nail Spa Midtown","LV NAIL SPA MIDTOWN1             032022",Personal Care,-83.57,Posted
2022-03-21,"HelloFresh","PP*HELLOFRESH                    031922",Groceries,-72.30,Posted
2022-03-21,"Domino's","DOMINO'S 6339                    031922",Fast Food,-32.80,Posted
2022-03-21,"Step","PAYPAL *STEP2DIRECT              031922",Shopping,-28.36,Posted
2022-03-21,"Square Backyard Bird C","SQ *BACKYARD BIRD C              031922",Restaurants,-20.86,Posted
2022-03-21,"HelloFresh","PP*HELLOFRESH                    031922",Groceries,-18.69,Posted
2022-03-21,"Netflix","Netflix.com                      032122",Television,-15.49,Posted
2022-03-21,"Dollar General","DOLLAR GENERAL #DG 2             032022",Shopping,-13.93,Posted
2022-03-21,"Square Shebrews Coffee","SQ *SHEBREWS COFFEE              031922",Fast Food,-13.86,Posted
2022-03-21,"Amazon","AMZN Mktp US*1N9TX79             032122",Shopping,-12.70,Posted
2022-03-21,"Smoothie King","SMOOTHIE KING - 1886             031722",Fast Food,-11.94,Posted
2022-03-21,"Starbucks","STARBUCKS STORE 2620             031822",Coffee Shops,-7.74,Posted
2022-03-21,"Apple","APPLE.COM/BILL                   031922",Entertainment,-3.22,Posted
2022-03-21,"Dollar General","DOLLAR GENERAL #DG 2             031922",Shopping,-3.18,Posted
2022-03-18,"Zelle Transfer to Corina Yanes","Zelle: Corina Yanes",Transfer,-344.00,Posted
2022-03-18,"Walmart","WM SUPERC Wal-Mart S             031822",Shopping,-29.83,Posted
2022-03-18,"Starbucks","STARBUCKS 800-782-72             031822",Coffee Shops,-25.00,Posted
2022-03-18,"Amazinglash","AMAZINGLASH0408                  031722",Spa Massage,-24.99,Posted
2022-03-18,"Apple","APPLE.COM/BILL                   031822",Entertainment,-22.56,Posted
2022-03-18,"Dollar General","DOLLAR GENERAL #DG 2             031822",Shopping,-11.03,Posted
2022-03-18,"ParkMobile","PARKMOBILE                       031822",Parking,-3.20,Posted
2022-03-17,"Interest Paid","INTEREST PAID",Interest Income,0.01,Posted
2022-03-17,"PayPal Purchase","PAYPAL           INST XFER  ***********FTWA",Uncategorized,-9.95,Posted
2022-03-17,"Zelle Transfer to Corina Yanes","Zelle: Corina Yanes",Transfer,-1000.00,Posted
2022-03-17,"USAA Loan Payment","USAA LOAN PAYMENT",Transfer,-234.72,Posted
2022-03-17,"Murphy USA","MURPHY7494ATWAL                  031722",Gas,-50.47,Posted
2022-03-17,"Disney+","DisneyPLUS                       031722",Television,-8.60,Posted
2022-03-17,"ParkMobile","PARKMOBILE                       031722",Parking,-3.20,Posted
2022-03-17,"Google Drive","GOOGLE *Google Stora             031722",Electronics Software,-1.99,Posted
2022-03-17,"Redbock Direct Deposit","REDBOCK          DIRECT DEP ***********0Q8J",Paycheck,3433.04,Posted
2022-03-16,"Google Drive","GOOGLE *Google Stora             031522",Electronics Software,-9.99,Posted
2022-03-15,"Spotify","PAYPAL           INST XFER  ***********USAI",Music,-10.67,Posted
2022-03-15,"Adobe","PP*ADOBE INC                     031422",Electronics Software,-29.99,Posted
2022-03-15,"Starbucks","STARBUCKS 800-782-72             031422",Coffee Shops,-25.00,Posted
2022-03-15,"Masabi Bustang","MASABI BUSTANG                   031422",Travel,-10.00,Posted
2022-03-15,"Overdraft Credit Card Advance","OD CC ADVANCE",Finance Charge,100.00,Posted
2022-03-15,"USAA Transfer","USAA FUNDS TRANSFER CR",Transfer,10.00,Posted
2022-03-14,"Synchrony Credit Card","SYNCHRONY BANK   PAYMENT    ***********5410",Credit Card Payment,-56.00,Posted
2022-03-14,"HelloFresh","PP*HELLOFRESH                    031222",Groceries,-84.75,Posted
2022-03-14,"Silver Grill Cafe","SILVER GRILL CAFE                031222",Food Dining,-74.23,Posted
2022-03-14,"Square Backyard Bird C","SQ *BACKYARD BIRD C              031322",Restaurants,-49.93,Posted
2022-03-14,"Panera Bread","PANERA BREAD #202433             031122",Fast Food,-30.50,Posted
2022-03-14,"Starbucks","STARBUCKS 800-782-72             031322",Coffee Shops,-25.00,Posted
2022-03-14,"BJ's Restaurant","BJ'S RESTAURANTS 539             031122",Restaurants,-19.25,Posted
2022-03-14,"Crumbl Cookies","CRUMBL                           031122",Fast Food,-17.78,Posted
2022-03-14,"Safeway","SAFEWAY #0914                    031222",Groceries,-16.43,Posted
2022-03-14,"Chick-fil-A","CHICK-FIL-A #03676               031022",Fast Food,-8.78,Posted
2022-03-14,"HelloFresh","PP*HELLOFRESH                    031222",Groceries,-7.01,Posted
2022-03-14,"Apple","APPLE.COM/BILL                   031422",Entertainment,-4.29,Posted
2022-03-14,"Hackmd Io","HACKMD.IO                        031322",Electronics Software,-4.00,Posted
2022-03-14,"Coca Cola","COCA COLA JOHNSTOWN              031122",Food Dining,-1.75,Posted
2022-03-11,"Pet Supplies Plus","PET SUPPLIES PLUS #4             031122",Pet Food Supplies,-59.59,Posted
2022-03-11,"Xpress W 4th","74 XPRESS325 W 4TH A             031122",Gas,-51.78,Posted
2022-03-11,"Amazinglash","AMAZINGLASH0408                  031022",Spa Massage,-45.00,Posted
2022-03-11,"Starbucks","STARBUCKS STORE 2620             031022",Coffee Shops,-15.47,Posted
2022-03-11,"Xpress","74 XPRESS                        031122",Gas,-7.38,Posted
2022-03-11,"ParkMobile","PARKMOBILE                       031122",Parking,-2.20,Posted
2022-03-11,"ParkMobile","PARKMOBILE                       031122",Parking,-1.70,Posted
2022-03-10,"PayPal Purchase","PAYPAL           INST XFER  ***********CORD",Uncategorized,-9.99,Posted
2022-03-10,"ATM Withdrawal","PAI ISO4402 SORREL C             031022",Cash,-62.25,Posted
2022-03-10,"Murphy USA","MURPHY7494ATWAL                  031022",Gas,-34.70,Posted
2022-03-10,"Apple","APPLE.COM/BILL                   031022",Entertainment,-29.00,Posted
2022-03-10,"Dollar General","DOLLAR GENERAL #DG 2             030922",Shopping,-26.21,Posted
